id	state	city	potencia kwp	nro_paineis	geracao_media	preco
9	SP	São Paulo	1.13	3	133	R$10.076,22
22	SP	São Paulo	1.34	4	158	R$10.333,53
24	SP	São Paulo	1.34	4	158	R$10.386,61
46	SP	São Paulo	1.5	4	177	R$10.812,39
51	SP	São Paulo	1.35	3	159	R$10.883,93
55	SP	São Carlos	1.5	4	177	R$10.972,78
57	SP	São Paulo	1.38	3	163	R$11.008,55
99	SP	São Paulo	1.88	5	222	R$12.002,03
104	SP	São Paulo	1.8	4	212	R$12.047,03
116	SP	São Paulo	2.01	6	237	R$12.143,96
117	SP	São Carlos	1.8	4	212	R$12.188,96
120	SP	São Paulo	1.84	4	217	R$12.223,57
129	SP	São Paulo	1.88	5	222	R$12.357,42
130	SP	São Paulo	1.84	4	217	R$12.357,42
153	SP	São Paulo	2.25	6	266	R$12.783,20
183	SP	São Carlos	2.25	6	266	R$13.395,91
204	SP	São Paulo	2.25	5	266	R$13.840,15
225	SP	São Paulo	2.3	5	271	R$14.044,38
236	SP	São Paulo	2.68	8	316	R$14.194,38
240	SP	São Paulo	2.68	8	316	R$14.283,23
246	SP	São Paulo	2.63	7	310	R$14.381,31
249	SP	São Paulo	2.68	8	316	R$14.460,93
283	SP	São Carlos	2.7	6	319	R$15.002,09
296	SP	São Paulo	2.7	6	319	R$15.090,94
311	SP	São Paulo	2.76	6	326	R$15.259,41
312	SP	São Paulo	2.7	6	319	R$15.268,64
314	SP	São Paulo	3	8	354	R$15.277,87
318	SP	São Paulo	2.76	6	326	R$15.348,26
330	SP	São Paulo	3	8	354	R$15.463,64
333	SP	São Paulo	2.76	6	326	R$15.525,95
389	SP	São Carlos	3.15	7	372	R$16.263,28
393	SP	São Paulo	3.35	10	395	R$16.307,12
408	SP	São Paulo	3.15	7	372	R$16.431,74
414	SP	São Paulo	3.35	10	395	R$16.494,05
423	SP	São Paulo	3.22	7	380	R$16.564,44
442	SP	São Carlos	3.22	7	380	R$16.732,90
452	SP	São Paulo	3.38	9	399	R$16.840,21
456	SP	São Paulo	2.7	6	319	R$16.875,98
469	SP	São Paulo	2.68	8	316	R$16.991,37
480	SP	São Paulo	3	8	354	R$17.070,99
484	SP	São Paulo	2.76	6	326	R$17.124,06
488	SP	São Carlos	2.68	8	316	R$17.203,68
534	SP	São Paulo	3.6	8	425	R$17.612,15
548	SP	São Paulo	3.75	10	443	R$17.736,77
558	SP	São Paulo	3	8	354	R$17.816,39
571	SP	São Paulo	3.68	8	434	R$17.949,08
580	SP	São Paulo	3.15	7	372	R$18.037,93
587	SP	São Paulo	3	8	354	R$18.073,70
588	SP	São Paulo	3.35	10	395	R$18.092,16
615	SP	São Paulo	3.22	7	380	R$18.340,24
625	SP	São Paulo	3.38	9	399	R$18.438,32
648	SP	São Paulo	4.13	11	487	R$18.938,24
653	SP	São Paulo	3.35	10	395	R$18.756,79
665	SP	São Paulo	3.69	11	435	R$19.170,17
675	SP	São Paulo	3.35	10	395	R$18.970,26
691	SP	São Paulo	3.6	8	425	R$19.201,03
695	SP	São Paulo	4.05	9	478	R$19.246,03
706	SP	São Paulo	3.75	10	443	R$19.342,96
737	SP	São Paulo	3.68	8	434	R$19.547,19
746	SP	São Paulo	4.14	9	489	R$19.626,81
748	SP	São Carlos	4.02	12	474	R$19.942,11
753	SP	São Paulo	2.7	6	319	R$19.681,04
772	SP	São Paulo	3.75	10	443	R$19.796,43
787	SP	São Paulo	2.76	6	326	R$19.929,13
790	SP	São Paulo	2.7	6	319	R$19.972,97
799	SP	São Paulo	3.75	10	443	R$20.044,51
811	SP	São Paulo	4.02	12	474	R$20.385,19
824	SP	São Paulo	2.76	6	326	R$20.231,44
825	SP	São Carlos	4.02	12	474	R$20.528,27
826	SP	São Paulo	4.13	11	487	R$20.536,35
828	SP	São Paulo	3.75	10	443	R$20.257,98
890	SP	São Paulo	4.02	12	474	R$21.077,52
899	SP	São Paulo	4.13	11	487	R$21.131,75
902	SP	São Paulo	4.13	11	487	R$21.131,75
903	SP	São Paulo	3.15	7	372	R$20.842,99
905	SP	São Paulo	4.05	9	478	R$20.852,22
945	SP	São Paulo	3.22	7	380	R$21.145,31
955	SP	São Paulo	4.14	9	489	R$21.234,15
962	SP	São Paulo	4.13	11	487	R$21.601,37
970	SP	São Paulo	4.5	12	531	R$21.914,25
979	SP	São Paulo	4.05	9	478	R$21.438,39
1015	SP	São Paulo	4.5	12	531	R$22.028,31
1023	SP	São Paulo	4.14	9	489	R$21.820,32
1048	SP	São Paulo	3.6	8	425	R$22.015,32
1054	SP	São Paulo	4.5	12	531	R$22.382,54
1080	SP	São Paulo	4.69	14	553	R$22.857,07
1081	SP	São Paulo	3.6	8	425	R$22.272,64
1092	SP	São Carlos	3.68	8	434	R$22.352,26
1106	SP	São Paulo	4.69	14	553	R$23.132,85
1112	SP	São Paulo	4.5	12	531	R$22.906,40
1113	SP	São Paulo	3.68	8	434	R$22.609,57
1114	SP	São Paulo	4.5	10	531	R$22.609,57
1152	SP	São Paulo	4.6	10	543	R$23.036,50
1228	SP	São Paulo	4.05	9	478	R$23.657,28
1239	SP	São Paulo	4.95	11	584	R$24.069,50
1267	SP	São Carlos	5.25	14	620	R$24.650,06
1272	SP	São Paulo	4.14	9	489	R$24.039,22
1274	SP	São Paulo	5.25	14	620	R$24.712,37
1293	SP	São Paulo	5.06	11	597	R$24.552,99
1302	SP	São Paulo	5.36	16	632	R$25.378,67
1323	SP	São Paulo	5.25	14	620	R$25.227,00
1346	SP	São Paulo	4.5	10	531	R$25.088,26
1355	SP	São Paulo	5.63	15	664	R$25.923,94
1357	SP	São Paulo	5.4	12	637	R$25.317,33
1381	SP	São Paulo	4.5	10	531	R$25.121,55
1403	SP	São Paulo	4.6	10	543	R$25.535,22
1411	SP	São Paulo	5.4	12	637	R$25.725,80
1424	SP	São Carlos	5.52	12	651	R$25.857,37
1439	SP	São Paulo	4.6	10	543	R$25.548,48
1455	SP	São Paulo	4.5	10	531	R$25.681,17
1467	SP	São Paulo	6	16	708	R$26.908,10
1471	SP	São Paulo	6.03	18	712	R$27.247,06
1472	SP	São Paulo	5.52	12	651	R$26.256,61
1492	SP	São Paulo	4.6	10	543	R$26.106,95
1497	SP	São Paulo	6	16	708	R$27.245,03
1499	SP	São Paulo	6.03	18	712	R$27.565,53
1502	SP	São Paulo	6	16	708	R$27.307,34
1624	SP	São Paulo	6.3	14	743	R$28.627,16
1629	SP	São Paulo	6.7	20	791	R$29.628,92
1643	SP	São Paulo	5.4	12	637	R$28.388,94
1649	SP	São Paulo	6.75	18	797	R$29.635,76
1651	SP	São Paulo	6.75	18	797	R$29.671,53
1654	SP	São Paulo	6.3	14	743	R$29.026,40
1672	SP	São Paulo	6.44	14	760	R$29.252,21
1679	SP	São Paulo	6.75	18	797	R$30.035,00
1681	SP	São Paulo	5.52	12	651	R$28.919,75
1690	SP	São Paulo	5.4	12	637	R$28.992,41
1703	SP	São Paulo	6.44	14	760	R$29.642,22
1717	SP	São Carlos	6.75	15	797	R$30.182,41
1735	SP	São Paulo	5.52	12	651	R$29.532,45
1755	SP	São Paulo	6.75	15	797	R$30.581,65
1776	SP	São Paulo	6.9	15	814	R$30.844,19
1790	SP	São Carlos	7.37	22	870	R$32.388,39
1801	SP	São Paulo	6.9	15	814	R$31.252,66
1822	SP	São Paulo	7.5	20	885	R$32.293,04
1842	SP	São Paulo	7.2	16	850	R$31.849,30
1888	SP	São Paulo	7.5	20	885	R$33.172,29
1889	SP	São Carlos	7.36	16	868	R$32.557,05
1904	SP	São Paulo	7.2	16	850	R$32.719,31
1910	SP	São Paulo	6.3	14	743	R$32.293,01
1957	SP	São Paulo	6.44	14	760	R$32.927,29
1959	SP	São Paulo	7.36	16	868	R$33.436,30
1966	SP	São Paulo	7.65	17	903	R$33.892,63
1972	SP	São Paulo	8.04	24	949	R$38.524,66
2007	SP	São Carlos	7.88	21	930	R$35.231,09
2028	SP	São Paulo	7.82	17	923	R$34.638,27
2037	SP	São Paulo	7.65	17	903	R$34.761,50
2058	SP	São Paulo	8.1	18	956	R$35.149,89
2076	SP	São Paulo	8.25	22	974	R$36.206,01
2081	SP	São Paulo	8.38	25	989	R$39.848,63
2097	SP	São Paulo	7.82	17	923	R$35.517,52
2135	SP	São Paulo	8.1	18	956	R$36.029,14
2142	SP	São Paulo	8.71	26	1028	R$40.699,69
2147	SP	São Carlos	8.63	23	1018	R$40.753,13
2191	SP	São Paulo	8.28	18	977	R$36.821,90
2199	SP	São Paulo	9.05	27	1068	R$41.543,65
2215	SP	São Paulo	9	24	1062	R$41.728,06
2226	SP	São Carlos	8.55	19	1009	R$37.584,39
2261	SP	São Paulo	9.38	28	1107	R$42.385,48
2287	SP	São Paulo	8.74	19	1031	R$38.432,35
2290	SP	São Paulo	8.25	22	974	R$38.966,07
2312	SP	São Paulo	9	20	1062	R$38.841,66
2321	SP	São Paulo	9.38	25	1107	R$43.185,12
2354	SP	São Paulo	8.71	26	1028	R$43.459,75
2356	SP	São Paulo	9.72	29	1147	R$43.709,45
2373	SP	São Paulo	9.2	20	1086	R$39.736,73
2390	SP	São Carlos	9.75	26	1151	R$44.160,04
2416	SP	São Paulo	10.05	30	1186	R$44.559,89
2427	SP	São Paulo	9	24	1062	R$44.498,51
2436	SP	São Paulo	9.45	21	1115	R$41.181,83
2445	SP	São Paulo	8.71	26	1028	R$44.764,78
2451	SP	São Paulo	10.13	27	1195	R$45.143,55
2460	SP	São Paulo	9.38	28	1107	R$45.155,93
2494	SP	São Paulo	9.66	21	1140	R$42.114,79
2510	SP	São Paulo	9	20	1062	R$41.612,10
2514	SP	São Paulo	10.5	28	1239	R$46.113,86
2516	SP	São Paulo	9.9	22	1168	R$42.440,24
2522	SP	São Paulo	10.72	32	1265	R$49.206,82
2545	SP	São Paulo	9.38	28	1107	R$46.264,80
2574	SP	São Paulo	9.2	20	1086	R$42.506,02
2588	SP	São Paulo	10.12	22	1194	R$43.426,90
2589	SP	São Paulo	9.75	26	1151	R$46.929,34
2602	SP	São Paulo	10.35	23	1221	R$47.265,53
2611	SP	São Paulo	10.05	30	1186	R$47.321,11
2627	SP	São Paulo	10.05	30	1186	R$47.604,96
2670	SP	São Paulo	10.05	30	1186	R$48.199,20
2682	SP	São Paulo	10.8	24	1274	R$48.526,41
2712	SP	São Paulo	10.5	28	1239	R$48.884,31
2716	SP	São Paulo	9.9	22	1168	R$45.209,53
2721	SP	São Paulo	10.72	32	1265	R$51.976,11
2752	SP	São Paulo	11.04	24	1303	R$49.595,43
2756	SP	São Paulo	10.5	28	1239	R$49.540,86
2764	SP	São Paulo	10.72	32	1265	R$52.659,21
2780	SP	São Paulo	10.12	22	1194	R$46.196,20
2864	SP	São Paulo	11.39	34	1344	R$54.133,57
2872	SP	São Paulo	12.06	36	1423	R$54.365,21
2876	SP	São Paulo	11.25	30	1328	R$51.305,79
2883	SP	São Paulo	10.8	24	1274	R$51.314,17
2905	SP	São Paulo	11.39	34	1344	R$54.577,81
2910	SP	São Paulo	11.39	34	1344	R$54.666,66
2912	SP	São Paulo	11.25	30	1328	R$51.687,73
2915	SP	São Paulo	12.06	36	1423	R$54.879,84
2952	SP	São Paulo	12	32	1416	R$55.276,35
2973	SP	São Paulo	11.04	24	1303	R$52.382,03
2999	SP	São Paulo	12.06	36	1423	R$56.077,56
3000	SP	São Paulo	12.06	36	1423	R$56.077,56
3012	SP	São Paulo	12	32	1416	R$56.225,98
3021	SP	São Paulo	12.73	38	1502	R$56.451,13
3034	SP	São Paulo	12	32	1416	R$56.403,68
3069	SP	São Carlos	12.73	38	1502	R$56.974,98
3082	SP	São Paulo	12.75	34	1505	R$57.111,67
3109	SP	São Paulo	12	32	1416	R$57.291,01
3112	SP	São Carlos	11.7	26	1381	R$54.306,72
3134	SP	São Paulo	12.75	34	1505	R$57.618,22
3151	SP	São Paulo	13.4	40	1581	R$58.084,72
3174	SP	São Paulo	9.9	22	1168	R$51.042,35
3177	SP	São Paulo	12.73	38	1502	R$58.164,63
3182	SP	São Paulo	12.6	28	1487	R$55.232,69
3204	SP	São Paulo	13.4	40	1581	R$58.608,58
3208	SP	São Paulo	12.75	34	1505	R$58.558,62
3212	SP	São Paulo	11.96	26	1411	R$55.468,57
3214	SP	São Paulo	12.06	36	1423	R$58.456,84
3227	SP	São Paulo	12.6	28	1487	R$55.728,85
3239	SP	São Paulo	13.5	36	1593	R$58.991,98
3260	SP	São Paulo	10.12	22	1194	R$52.018,63
3286	SP	São Paulo	12.88	28	1520	R$56.442,38
3293	SP	São Paulo	12.75	34	1505	R$59.447,10
3297	SP	São Paulo	12.73	38	1502	R$59.496,19
3307	SP	São Paulo	13.4	40	1581	R$59.798,22
3326	SP	São Paulo	14.07	42	1660	R$60.179,87
3340	SP	São Paulo	13.5	36	1593	R$60.288,94
3366	SP	São Paulo	12.73	38	1502	R$60.374,29
3371	SP	São Paulo	14.07	42	1660	R$60.686,42
3378	SP	São Paulo	10.8	24	1274	R$57.128,52
3399	SP	São Paulo	13.5	36	1593	R$60.873,95
3407	SP	São Paulo	13.4	40	1581	R$60.995,94
3423	SP	São Paulo	13.5	30	1593	R$58.128,31
3428	SP	São Paulo	13.5	36	1593	R$61.176,26
3454	SP	São Paulo	13.5	30	1593	R$58.624,48
3457	SP	São Paulo	11.04	24	1303	R$58.188,31
3468	SP	São Paulo	14.07	42	1660	R$61.876,06
3477	SP	São Paulo	13.4	40	1581	R$61.875,19
3478	SP	São Paulo	13.4	40	1581	R$61.875,19
3496	SP	São Paulo	14.74	44	1739	R$62.320,01
3521	SP	São Paulo	13.8	30	1628	R$59.421,61
3557	SP	São Paulo	13.5	36	1593	R$62.712,07
3592	SP	São Paulo	14.25	38	1682	R$63.216,97
3603	SP	São Paulo	14.25	38	1682	R$63.332,36
3609	SP	São Paulo	14.74	44	1739	R$63.509,66
3620	SP	São Paulo	14.4	32	1699	R$63.521,49
3633	SP	São Paulo	11.7	26	1381	R$60.113,00
3650	SP	São Paulo	14.07	42	1660	R$63.792,64
3651	SP	São Paulo	14.07	42	1660	R$63.792,64
3671	SP	São Paulo	14.4	32	1699	R$64.018,81
3678	SP	São Paulo	12.6	28	1487	R$60.842,81
3693	SP	São Paulo	14.74	44	1739	R$64.414,29
3727	SP	São Carlos	11.96	26	1411	R$61.273,70
3738	SP	São Paulo	14.07	42	1660	R$64.751,51
3740	SP	São Paulo	14.72	32	1737	R$64.907,62
3745	SP	São Paulo	14.25	38	1682	R$64.858,93
3751	SP	São Carlos	15	40	1770	R$65.452,61
3755	SP	São Paulo	15	40	1770	R$65.479,15
3771	SP	São Paulo	12.6	28	1487	R$61.828,22
3777	SP	São Paulo	14.74	44	1739	R$65.284,31
3778	SP	São Paulo	14.74	44	1739	R$65.284,31
3786	SP	São Carlos	12.88	28	1520	R$62.043,27
3789	SP	São Paulo	14.72	32	1737	R$65.395,71
3806	SP	São Paulo	15.41	46	1818	R$66.093,97
3849	SP	São Paulo	14.25	38	1682	R$65.906,64
3882	SP	São Paulo	12.88	28	1520	R$63.019,44
3883	SP	São Paulo	14.74	44	1739	R$66.377,03
3905	SP	São Paulo	15	40	1770	R$66.971,10
3928	SP	São Paulo	15.41	46	1818	R$67.291,69
3929	SP	São Paulo	15.3	34	1805	R$67.288,22
3946	SP	São Paulo	13.5	30	1593	R$63.738,44
3954	SP	São Paulo	15.75	42	1859	R$67.591,39
3958	SP	São Paulo	16.08	48	1897	R$67.727,56
3981	SP	São Paulo	15.75	42	1859	R$67.822,17
4014	SP	São Paulo	16.08	48	1897	R$68.206,42
4029	SP	São Paulo	15	40	1770	R$68.168,82
4045	SP	São Paulo	13.5	30	1593	R$64.714,61
4055	SP	São Paulo	14.4	32	1699	R$68.075,82
4060	SP	São Paulo	13.8	30	1628	R$65.014,42
4064	SP	São Paulo	15.64	34	1846	R$68.749,87
4073	SP	São Paulo	16.08	48	1897	R$68.917,21
4075	SP	São Paulo	15.41	46	1818	R$68.783,64
4076	SP	São Paulo	15.41	46	1818	R$68.783,64
4081	SP	São Paulo	15.41	46	1818	R$68.845,95
4154	SP	São Paulo	16.5	44	1947	R$69.719,79
4155	SP	São Paulo	16.75	50	1977	R$69.822,71
4156	SP	São Paulo	16.2	36	1912	R$69.713,07
4162	SP	São Paulo	13.8	30	1628	R$65.999,83
4193	SP	São Paulo	14.72	32	1737	R$69.452,72
4208	SP	São Paulo	16.08	48	1897	R$70.284,54
4209	SP	São Paulo	16.08	48	1897	R$70.284,54
4227	SP	São Paulo	15.75	42	1859	R$70.334,15
4234	SP	São Paulo	16.08	48	1897	R$70.461,09
4253	SP	São Paulo	15.75	42	1859	R$70.511,84
4283	SP	São Paulo	14.4	32	1699	R$70.117,02
4292	SP	São Paulo	16.75	50	1977	R$71.012,35
4320	SP	São Paulo	16.56	36	1954	R$71.267,56
4322	SP	São Paulo	17.42	52	2056	R$72.444,97
4353	SP	São Paulo	15.3	34	1805	R$71.345,23
4391	SP	São Paulo	17.25	46	2036	R$72.061,66
4402	SP	São Paulo	16.5	44	1947	R$72.063,31
4420	SP	São Paulo	16.75	50	1977	R$72.201,99
4421	SP	São Paulo	16.75	50	1977	R$72.201,99
4429	SP	São Paulo	14.72	32	1737	R$71.493,92
4446	SP	São Paulo	16.5	44	1947	R$72.409,47
4454	SP	São Paulo	17.42	52	2056	R$73.633,46
4462	SP	São Paulo	17.1	38	2018	R$72.617,93
4464	SP	São Paulo	16.75	50	1977	R$72.557,38
4510	SP	São Paulo	15.64	34	1846	R$72.814,96
4541	SP	São Paulo	18.09	54	2135	R$74.540,12
4579	SP	São Paulo	15.3	34	1805	R$73.377,20
4580	SP	São Paulo	17.42	52	2056	R$74.796,56
4581	SP	São Paulo	17.42	52	2056	R$74.796,56
4590	SP	São Paulo	18	48	2124	R$73.951,21
4594	SP	São Paulo	17.1	38	2018	R$73.807,57
4611	SP	São Paulo	16.2	36	1912	R$73.779,31
4631	SP	São Carlos	17.42	52	2056	R$75.178,50
4638	SP	São Paulo	17.48	38	2063	R$74.256,02
4684	SP	São Paulo	18.09	54	2135	R$75.729,76
4701	SP	São Paulo	17.25	46	2036	R$74.751,34
4721	SP	São Carlos	18.76	56	2214	R$76.164,49
4723	SP	São Paulo	18	40	2124	R$75.052,00
4736	SP	São Paulo	18	48	2124	R$75.140,85
4763	SP	São Paulo	15.64	34	1846	R$74.838,85
4786	SP	São Paulo	17.48	38	2063	R$75.436,43
4795	SP	São Carlos	16.56	36	1954	R$75.324,57
4812	SP	São Paulo	18.09	54	2135	R$76.723,24
4865	SP	São Paulo	18.75	50	2213	R$76.293,08
4873	SP	São Paulo	16.2	36	1912	R$75.820,51
4877	SP	São Paulo	18.76	56	2214	R$77.363,36
4880	SP	São Paulo	18	40	2124	R$76.232,41
4882	SP	São Paulo	18.09	54	2135	R$77.273,64
4921	SP	São Paulo	16.5	44	1947	R$76.235,71
4931	SP	São Paulo	18	48	2124	R$76.640,89
4940	SP	São Paulo	18.4	40	2171	R$76.764,47
4970	SP	São Paulo	17.1	38	2018	R$76.665,71
4978	SP	São Paulo	17.25	46	2036	R$76.757,92
4982	SP	São Paulo	19.43	58	2293	R$78.259,63
4996	SP	São Paulo	18.76	56	2214	R$78.214,91
5034	SP	São Paulo	18.75	50	2213	R$77.482,72
5071	SP	São Paulo	16.56	36	1954	R$77.365,77
5085	SP	São Paulo	18.76	56	2214	R$78.899,16
5086	SP	São Paulo	18.9	42	2230	R$77.938,40
5104	SP	São Paulo	19.5	52	2301	R$79.170,14
5105	SP	São Paulo	18.4	40	2171	R$77.954,11
5137	SP	São Paulo	19.43	58	2293	R$79.449,27
5155	SP	São Paulo	18.09	54	2135	R$79.270,99
5180	SP	São Paulo	17.48	38	2063	R$78.303,80
5196	SP	São Paulo	20.1	60	2372	R$79.925,76
5200	SP	São Paulo	18	48	2124	R$78.496,31
5201	SP	São Paulo	17.25	46	2036	R$78.382,57
5228	SP	São Paulo	18.75	50	2213	R$78.982,75
5234	SP	São Paulo	19.43	58	2293	R$80.141,59
5237	SP	São Paulo	17.1	38	2018	R$78.706,90
5245	SP	São Paulo	18.9	42	2230	R$79.128,04
5273	SP	São Paulo	19.5	52	2301	R$80.369,02
5277	SP	São Paulo	18	40	2124	R$79.099,79
5286	SP	São Paulo	18.09	54	2135	R$80.167,55
5331	SP	São Paulo	19.32	42	2280	R$79.744,86
5346	SP	São Paulo	18.76	56	2214	R$80.762,66
5351	SP	São Paulo	20.1	60	2372	R$81.132,71
5362	SP	São Paulo	19.43	58	2293	R$80.994,31
5392	SP	São Paulo	19.8	44	2336	R$80.372,48
5406	SP	São Paulo	20.25	54	2390	R$81.552,39
5411	SP	São Paulo	18	48	2124	R$80.129,04
5428	SP	São Paulo	20.1	60	2372	R$81.683,10
5454	SP	São Paulo	17.48	38	2063	R$80.345,00
5463	SP	São Paulo	18.76	56	2214	R$81.668,45
5473	SP	São Paulo	19.5	52	2301	R$81.869,05
5478	SP	São Paulo	18.75	50	2213	R$80.749,33
5491	SP	São Paulo	19.32	42	2280	R$80.942,58
5501	SP	São Paulo	18.4	40	2171	R$80.830,71
5563	SP	São Paulo	19.8	44	2336	R$81.571,35
5564	SP	São Paulo	20.1	60	2372	R$82.677,74
5573	SP	São Paulo	20.25	54	2390	R$82.742,03
5589	SP	São Paulo	19.43	58	2293	R$82.680,11
5607	SP	São Paulo	20.77	62	2451	R$83.127,07
5630	SP	São Paulo	18.9	42	2230	R$82.004,64
5631	SP	São Paulo	20.24	44	2388	R$82.304,17
5660	SP	São Paulo	20.77	62	2451	R$83.518,23
5673	SP	São Paulo	18.75	50	2213	R$82.267,82
5675	SP	São Paulo	20.1	60	2372	R$83.583,53
5691	SP	São Paulo	19.5	52	2301	R$83.484,47
5762	SP	São Paulo	20.25	54	2390	R$84.242,06
5763	SP	São Paulo	20.1	60	2372	R$84.230,85
5788	SP	São Paulo	21	56	2478	R$84.547,37
5789	SP	São Paulo	20.24	44	2388	R$83.493,81
5803	SP	São Paulo	21.44	64	2530	R$84.677,19
5821	SP	São Paulo	21.44	64	2530	R$84.934,50
5837	SP	São Paulo	19.32	42	2280	R$83.800,72
5857	SP	São Paulo	20.1	60	2372	R$85.136,64
5858	SP	São Carlos	20.25	54	2390	R$85.157,08
5863	SP	São Paulo	19.5	52	2301	R$85.011,04
5911	SP	São Paulo	20.77	62	2451	R$85.585,97
5912	SP	São Paulo	19.8	44	2336	R$84.429,49
5975	SP	São Carlos	20.77	62	2451	R$86.056,75
6025	SP	São Paulo	22.11	66	2609	R$86.680,78
6041	SP	São Paulo	21.75	58	2567	R$86.795,79
6045	SP	São Paulo	20.7	46	2443	R$85.747,09
6061	SP	São Carlos	21	56	2478	R$86.952,04
6083	SP	São Paulo	21.44	64	2530	R$87.136,08
6099	SP	São Carlos	20.25	54	2390	R$87.189,05
6110	SP	São Paulo	21	56	2478	R$87.316,66
